,CITY,STABBR,SAT_AVG,INSTNM,ADM_RATE,MTHCMP1,TUITIONFEE_IN
6029,South El Monte,CA,,Diamond Beauty College,,5.0,
6030,South San Francisco,CA,,Unitek College,,11.0,
6031,Tuscaloosa,AL,,University Academy of Hair Design,,10.0,
6032,Orlando,FL,,Florida Institute of Recording Sound and Technology,,11.0,
6033,Parker,CO,,New Dimensions Beauty Academy Inc,,15.0,
6034,Reno,NV,,Paul Mitchell the School-Reno,,13.0,
6035,Boise,ID,,Boise Barber College,,7.0,
6036,Idaho Falls,ID,,Austin Kade Academy,,15.0,
6037,Latham,NY,,Aesthetic Science Institute,,4.0,
6038,Sandy Springs,GA,,Elaine Sterling Institute,,10.0,
6039,Amarillo,TX,,Wade Gordon Hairdressing Academy,,13.0,
6040,Overland Park,KS,,Mitsu Sato Hair Academy,,10.0,
6041,Los Angeles,CA,,SAE Institute of Technology-Los Angeles,,9.0,
6042,Miami,FL,,Florida Vocational Institute,,12.0,
6043,Atlanta,GA,,SAE Institute of Technology-Atlanta,,9.0,
6044,Jerome,ID,,Academy di Firenze,,16.0,
6045,North Miami Beach,FL,,SAE Institute of Technology-Miami,,9.0,
6046,Greenwood Village,CO,,Colorado State University-Global Campus,,,
6047,Overland Park,KS,,Paul Mitchell the School-Overland Park,,13.0,
6048,South Jordan,UT,,Medspa Academies,,8.0,
6049,Brighton,MI,,Brighton Institute of Cosmetology,,13.0,
6050,Dallas,TX,,West Coast University-Dallas,1.0,,26435.0
6051,St. George,UT,,Stevens-Henager College,,,16968.0
6052,Bellevue,NE,,National American University-Bellevue,,,15000.0
6053,Burnsville,MN,,National American University-Burnsville,,,15000.0
6054,Mesquite,TX,,National American University-Mesquite,,,15000.0
6055,Savannah,GA,,Empire Beauty School-Savannah,,11.0,
6056,Denton,TX,,Ogle School Hair Skin Nails-Denton,,12.0,
6057,Greensboro,NC,,Empire Beauty School-West Greensboro,,11.0,
6058,San Marcos,CA,,California College San Diego,,,16968.0
6059,Northfield,NJ,,Jolie Hair and Beauty Academy-Northfield,,10.0,
6060,Salina,KS,,Hays Academy of Hair Design,,12.0,
6061,Manhattan,KS,,Bellus Academy,,12.0,
6062,Federal Way,WA,,Cortiva Institute-Seattle,,8.0,
6063,East Providence,RI,,MotoRing Technical Training Institute,0.8182,8.0,
6064,Centreville,VA,,Columbia College,,15.0,
6065,Hayward,CA,,Unitek College,,11.0,
6066,University Park,PA,1106.0,Pennsylvania State University-World Campus,0.6679,,13988.0
6067,Ocean,NJ,,Medical Career Institute,,6.0,
6068,San Jacinto,CA,,Advance Beauty Techs Academy,,14.0,
6069,Westminster,CO,,Montage Academy,,15.0,
6070,Glendale,CA,,Brand College,,2.0,
6071,Vallejo,CA,,Hinton Barber and Beauty College,,12.0,
6072,Visalia,CA,,Advanced Career Institute,,5.0,
6073,New York,NY,,Digital Film Academy,,12.0,
6074,Raleigh,NC,,MyComputerCareer.edu-Raleigh,,11.0,
6075,Augusta,ME,,Purdue University Global-Augusta,,,12475.0
6076,Round Rock,TX,,South University-Austin,,,17014.0
6077,Warrensville Heights,OH,,South University-Cleveland,,,17014.0
6078,Orchard Park,NY,,Bryant & Stratton College-Online,,,14383.0
6079,Florence,SC,,Virginia College-Florence,,9.0,
6080,San Antonio,TX,,Ogle School Hair Skin Nails-San Antonio,,12.0,
6081,Elizabethtown,PA,,Elizabethtown College School of Continuing and Professional Studies,0.9286,,
6082,Louisville,KY,,Ideal Beauty Academy,,7.0,
6083,WOODBURY,MN,,Minnesota School of Cosmetology-Plymouth Campus,,12.0,
6084,North East,PA,,Mercyhurst University-North East Campus,,,18450.0
6085,Portland,OR,,Warner Pacific University Professional and Graduate Studies,,,8520.0
6086,Riverside,CA,,Platt College-Riverside,,,13794.0
6087,Savannah,GA,,Savannah Law School,,,
6088,Glen Burnie,MD,,Empire Beauty School-Glen Burnie,,11.0,
6089,Woodbridge,VA,,Altierus Career College-Woodbridge,,10.0,
6090,Scottsdale,AZ,,International School of Cosmetology-Toni & Guy Hairdressing Academy,,12.0,
6091,Stockton,CA,,United Education Institute-UEI College Stockton,,9.0,
6092,Kalona,IA,,Shiloh University,,,4510.0
6093,Fairview Heights,IL,,Vatterott College-Fairview Heights,,,11723.0
6094,Dayton,OH,,Ross Medical Education Center-Dayton,,8.0,
6095,Ontario,OH,,Ross Medical Education Center-Ontario,,8.0,
6096,Bowling Green,KY,,Ross Medical Education Center-Bowling Green,,8.0,
6097,Melbourne,FL,,Florida Institute of Technology-Online,,,
6098,Topeka,KS,,Rasmussen College-Kansas,,,10935.0
6099,Silver Spring,MD,,Columbia Institute,,15.0,
6100,Ionia,MI,,School of Missionary Aviation Technology,,13.0,
6101,Waterbury,CT,,Ace Cosmetology and Barber Training Center,,13.0,
6102,San Diego,CA,,California Miramar University,,,8977.0
6103,Parker,CO,,Rocky Vista University,,,
6104,Greensboro,NC,,Virginia College-Greensboro,,9.0,
6105,Dallas,TX,,The College of Health Care Professions-Dallas,,9.0,
6106,Fort Worth,TX,,The College of Health Care Professions-Fort Worth,,9.0,
6107,Jacksonville,FL,,Shear Finesse Hairstyling Academy,,10.0,
6108,Miami,FL,,Miami Media School,0.6597,8.0,
6109,Sedalia,MO,,Academy of Salon Professionals,,12.0,
6110,Austin,TX,,CyberTex Institute of Technology,,9.0,
6111,Bridgeport,CT,,New England Tractor Trailer Training School of CT-Bridgeport,,6.0,
6112,Cedar Park,TX,,Gemini School of Visual Arts & Communication,0.0,30.0,
6113,Ft Smith,AR,,Designer Barber & Stylist School,,11.0,
6114,Woodbridge,VA,,Paul Mitchell the School-Woodbridge,,12.0,
6115,Okmulgee,OK,,College of the Muscogee Nation,,,6600.0
6116,Huntsville,AL,,The Salon Professional Academy-Huntsville,,11.0,
6117,Salt Lake City,UT,,Midwives College of Utah,0.6364,,6400.0
6118,Laurel,MD,,Aspen Beauty Academy of Laurel,,13.0,
6119,Grand Prairie,TX,,M T Training Center,,8.0,
6120,Leesport,PA,,Berks Career & Technology Center,,15.0,
6121,Franklin,WV,,Future Generations University,,,
6122,Carthage,MO,,Carthage R9 School District-Carthage Technical Center,,11.0,
6123,Fullerton,CA,,Grace Mission University,0.2,,2840.0
6124,Oak Brook,IL,,PCCTI IT and Healthcare,,14.0,
6125,New York,NY,,Sotheby's Institute of Art-NY,,,
6126,Taylorsville,UT,,Top Nails & Hair Beauty School,,12.0,
6127,Santa Ana,CA,,Santa Ana Beauty College,,14.0,
6128,Union Grove,WI,,Shepherds College,0.8636,27.0,
6129,Tucker,GA,,Woodruff Medical Training and Testing,,7.0,
6130,Macon,GA,,Helms College,,,17072.0
6131,New York,NY,,American Academy of Personal Training,,3.0,
6132,Ukiah,CA,,Ukiah Adult School,0.3578,14.0,
6133,Indio,CA,,Riverside County Office of Education-School of Career Education,,8.0,
6134,Hunt Valley,MD,,Institute of Health Sciences,,,15150.0
6135,Memphis,TN,,Mid-South Christian College,1.0,,7024.0
6136,Los Angeles,CA,,Advanced Computing Institute,,22.0,
6137,Islandia,NY,,New York Institute of Beauty,,5.0,
6138,Royal Palm Beach,FL,,Ultrasound Medical Institute,,26.0,
6139,Stockton,CA,,Xavier College School of Nursing,,11.0,
6140,Hanford,CA,,Lawrence & Company College of Cosmetology,,12.0,
6141,Pembroke Pines,FL,,Kaizen Beauty Academy,,10.0,
6142,McAllen,TX,,Southern Texas Careers Academy,,11.0,
6143,Rochester,NY,,Sharp Edgez Barber Institute,,5.0,
6144,Nashville,TN,,The Salon Professional Academy-Nashville,,12.0,
6145,North Miami Beach,FL,,Prestige Health & Beauty Sciences Academy,,3.0,
6146,Greenville,NC,,Grace College of Barbering,,11.0,
6147,Garden Grove,CA,,California Career Institute,0.7395,20.0,
6148,Santa Cruz,CA,,Cosmo Factory Cosmetology Academy,,12.0,
6149,Conroe,TX,,Grace School of Theology,,,5280.0
6150,Monsey,NY,,Yeshiva Gedolah Kesser Torah,0.8,,11300.0
6151,Perth Amboy,NJ,,Universal Training Institute,,13.0,
6152,Lakewood,NJ,,Yeshiva Yesodei Hatorah,0.9444,,11000.0
6153,Voorhees,NJ,,Rizzieri Institute,,7.0,
6154,Heber City,UT,,Bonnie Joseph Academy of Cosmetology & Barbering,,12.0,
6155,Kenner,LA,,Healthcare Training Institute,,9.0,
6156,Danville,CA,,W Academy of Salon and Spa,,12.0,
6157,Boca Raton,FL,,Boca Beauty Academy,,5.0,
6158,Brick,NJ,,Paul Mitchell the School-Jersey Shore,,9.0,
6159,Webb City,MO,,City Pointe Beauty Academy,,13.0,
6160,Virginia Beach,VA,,The Chrysm Insitute of Esthetics,,6.0,
6161,La Jolla,CA,,Sanford Burnham Prebys Medical Discovery Institute,,,
6162,Powell,OH,,National Personal Training Institute of Columbus,,6.0,
6163,Manteca,CA,,Toni & Guy Hairdressing Academy-Manteca,,12.0,
6164,Waterbury,CT,,Belle Academy of Cosmetology,,13.0,
6165,Lansing,MI,,Dorsey Business Schools-Lansing,,,19872.0
6166,Augusta,GA,,Empire Beauty School-Augusta,,11.0,
6167,High Point,NC,,South University-High Point,,,17014.0
6168,Vernon Hills,IL,,Empire Beauty School-Vernon Hills,,11.0,
6169,Stone Park,IL,,Empire Beauty School-Stone Park,,11.0,
6170,Rochester,NY,,Empire Beauty School-Rochester,,7.0,
6171,Long Beach,CA,,American Career College-Long Beach,,9.0,
6172,Kokomo,IN,,Ross Medical Education Center-Kokomo,,8.0,
6173,Erlanger,KY,,Ross Medical Education Center-Erlanger,,8.0,
6174,Charleston,WV,,Ross Medical Education Center-Charleston,,8.0,
6175,Kansas City,MO,,L'Ecole Culinaire-Kansas City,,,14225.0
6176,Houston,TX,,Cortiva Institute-Houston,,8.0,
6177,Fairfield,CA,,InterCoast Colleges-Fairfield,,13.0,
6178,St. Louis,MO,,Vatterott College-ex'treme Institute by Nelly-St Louis,,,12850.0
6179,San Antonio,TX,,Southern Careers Institute-San Antonio,,9.0,
6180,Miami Gardens,FL,,College of Business and Technology-Miami Gardens,,,13052.0
6181,Merced,CA,,Milan Institute-Merced,,13.0,
6182,Springfield,MO,,Midwest Technical Institute-Springfield,,8.0,
6183,FREDERICK,MD,,Finger Lakes School of Massage,,7.0,
6184,Augusta,GA,1006.0,Augusta University,0.7459,,8604.0
6185,Macon,GA,954.0,Middle Georgia State University,0.9397,,3924.0
6186,Calumet City,IL,,Trenz Beauty Academy,,13.0,
6187,Lakewood,CO,,Paul Mitchell the School-Denver,,17.0,
6188,Seattle,WA,,Academy of Interactive Entertainment,0.6471,,18000.0
6189,New York,NY,,Arrojo Cosmetology School,,8.0,
6190,Texarkana,TX,,Cosmetology Academy of Texarkana,,13.0,
6191,Greendale,IN,,Veritas Baptist College,1.0,,5680.0
6192,Fargo,ND,,Lynnes Welding Training,,3.0,
6193,Las Vegas,NV,,Aviation Institute of Maintenance-Las Vegas,,,16757.0
6194,Bakersfield,CA,,UEI College-Bakersfield,,9.0,
6195,Lewisville,TX,,National American University-Lewisville,,,15000.0
6196,Georgetown,TX,,National American University-Georgetown,,,15000.0
6197,Richardson,TX,,National American University-Richardson,,,15000.0
6198,Rochester,MN,,National American University-Rochester,,,15000.0
6199,Wichita,KS,,National American University-Wichita West,,,15000.0
6200,Indianapolis,IN,,National American University-Indianapolis,,,15000.0
6201,New York,NY,,DeVry College of New York,0.9206,,18020.0
6202,Phoenix,AZ,,DeVry University-Arizona,0.9231,,17188.0
6203,Pomona,CA,,DeVry University-California,0.9014,,17700.0
6204,Westminster,CO,,DeVry University-Colorado,1.0,,17380.0
6205,Miramar,FL,,DeVry University-Florida,0.8387,,17732.0
6206,Decatur,GA,,DeVry University-Georgia,0.8974,,17636.0
6207,Chicago,IL,,DeVry University-Illinois,0.9473,,17316.0
6208,Merrillville,IN,,DeVry University-Indiana,1.0,,18148.0
6209,Kansas City,MO,,DeVry University-Missouri,1.0,,17252.0
6210,Henderson,NV,,DeVry University-Nevada,0.75,,17572.0
6211,North Brunswick,NJ,,DeVry University-New Jersey,1.0,,17348.0
6212,Charlotte,NC,,DeVry University-North Carolina,1.0,,18052.0
6213,Columbus,OH,,DeVry University-Ohio,0.9583,,17476.0
6214,Oklahoma City,OK,,DeVry University-Oklahoma,1.0,,17732.0
6215,Ft. Washington,PA,,DeVry University-Pennsylvania,1.0,,17572.0
6216,Nashville,TN,,DeVry University-Tennessee,1.0,,17828.0
6217,Irving,TX,,DeVry University-Texas,0.9333,,17540.0
6218,Arlington,VA,,DeVry University-Virginia,0.7,,17572.0
6219,Dahlonega,GA,1058.0,University of North Georgia,0.7807,,4421.0
6220,Douglas,GA,,South Georgia State College,,,3254.0
6221,Boston,MA,,Northeastern University Lifelong Learning Network,,,
6222,Wilkes-Barre,PA,,McCann School of Business & Technology,,,11640.0
6223,Lakeland,FL,1272.0,Florida Polytechnic University,0.5531,,4940.0
6224,Bedford,TX,,Brown Mackie College-Dallas,,,
6225,Toms River,NJ,,American Institute-Toms River,,11.0,
6226,San Antonio,TX,,The Healthcare Institute,,1.0,
6227,San Antonio,TX,,Alamo City Barber College,,11.0,
6228,Mesa,AZ,,Arizona College-Mesa,,,19345.0
6229,Huntington Park,CA,,American College of Healthcare and Technology,,9.0,
6230,Yellow Springs,OH,,Antioch College,0.9671,,35568.0
6231,Killeen,TX,,Texas A & M University-Central Texas,,,
6232,Warner Robins,GA,,Central Georgia Technical College,,,2774.0
6233,Pittsburgh,PA,,Barber School of Pittsburgh,,10.0,
6234,South Plainfield,NJ,,Innovate Salon Academy,,10.0,
6235,Scottsdale,AZ,,Arizona State University-Skysong,0.6342,,9222.0
6236,Monroe,LA,,Louisiana Delta Community College,,,4158.0
6237,Rancho Cucamonga,CA,,The Fab School,,7.0,
6238,Calumet City,IL,,Networks Barber College,,13.0,
6239,Oklahoma City,OK,,JB's Hair Design and Barber College,,13.0,
6240,Lubbock,TX,,Virginia College-Lubbock,,9.0,
6241,Lombard,IL,,Paul Mitchell the School-Lombard,,12.0,
6242,Greenville,SC,,Paul Mitchell the School-Greenville,,12.0,
6243,Harrisburg,PA,,Divine Crown Barber & Beauty Academy,,11.0,
6244,Lafayette,LA,,Delta College of Arts & Technology-Lafayette Campus,,15.0,
6245,Slidell,LA,,Delta College-Slidell Campus,,8.0,
6246,Pasadena,CA,,Integrity College of Health,,15.0,
6247,Copiague,NY,,Electrical Training Center,,5.0,
6248,Greenville,NC,,Alexander Paul Institute of Hair Design,,10.0,
6249,Riverside,CA,,California Technical Academy,,17.0,
6250,Hialeah,FL,,More Tech Institute,,11.0,
6251,Detroit,MI,,Dorsey Business Schools-Dearborn,,,20472.0
6252,Abilene,TX,,NeeCee's College of Cosmetology,,13.0,
6253,Winnsboro,TX,,Bella Cosmetology College,,13.0,
6254,West Warwick,RI,,Ridley-Lowell Business & Technical Institute,,13.0,
6255,Franklin,TN,,Franklin Hair Academy School of Cosmetology,,13.0,
6256,San Juan,PR,,Universidad Ana G. Mendez-Online Campus,,30.0,
6257,Yuba City,CA,,Sutter Beauty College,,12.0,
6258,Norcross,GA,,New Horizons Medical Institute,,2.0,
6259,Huber Heights,OH,,Ohio Institute of Allied Health,,,21400.0
6260,Ardmore,OK,,Paul Mitchell the School-Ardmore,,12.0,
6261,Hempstead,NY,,Access Careers,,3.0,
6262,Poteau,OK,,River Valley Cosmetology Institute,,12.0,
6263,Newport  News,VA,,Luckes Beauty Academy LLC,,11.0,
6264,San Marcos,TX,,Total Transformation Institute of Cosmetology,,11.0,
6265,Memphis,TN,,Vibe Barber College,,10.0,
6266,Lancaster,PA,,Champ's Barber School,,11.0,
6267,Vienna,VA,,IGlobal University,,,13820.0
6268,Madison,WI,,East-West Healing Arts Institute,,10.0,
6269,Vienna,VA,,National Personal Training Institute,,7.0,
6270,Falls Church,VA,,Standard Healthcare Services-College of Nursing,0.4653,14.0,
6271,Philadelphia,PA,,Philadelphia Technician Training,,7.0,
6272,Flushing,NY,,Grace International Beauty School,,7.0,
6273,Flushing,NY,,Alliance Computing Solutions,,9.0,
6274,Miami,FL,,InterAmerican Technical Institute,,,6066.0
6275,San Francisco,CA,,Bay Area Medical Academy,,9.0,
6276,Nashville,TN,,Mind Body Institute,,9.0,
6277,Jacksonville,FL,,Parisian Spa Institute,,9.0,
6278,Miami,FL,,Yechanlaz Instituto Vocacional,,9.0,
6279,Waterloo,IL,,Creative Touch Cosmetology School,,11.0,
6280,Mayfield Hts,OH,,LaBarberia Institute of Hair,,13.0,
6281,Shreveport,LA,,Setting the Standard Barbering and Natural Hair Academy,,13.0,
6282,Shreveport,LA,,Bos-Man's Barber College,,13.0,
6283,Selma,CA,,Lawrence & Company College of Cosmetology,,13.0,
6284,Dothan,AL,,Alabama College of Osteopathic Medicine,,,
6285,West Frankfort,IL,1483.0,Morthland College,0.3504,,6000.0
6286,Lancaster,CA,,High Desert Medical College,,21.0,
6287,Schenectady,NY,,Paul Mitchell the School-Schenectady,,8.0,
6288,Mebane,NC,,Beyond Measure Barbering Institute,,12.0,
6289,Pompano Beach,FL,,Beauty Anatomy Institute of Cosmetology and Wellness,,10.0,
6290,Longview,TX,,Barber Institute of Texas,,13.0,
6291,Boston,MA,,Jupiter Beauty Academy,,1.0,
6292,Louisville,KY,,MedQuest College,,9.0,
6293,Jacksonville,FL,,First Coast Barber Academy,,9.0,
6294,Dekalb,IL,,Debutantes School of Cosmetology and Nail Technology,,14.0,
6295,Farmington Hills,MI,,Paul Mitchell The School-Farmington Hills,,12.0,
6296,Merrillville,IN,,Paul Mitchell the School-Merrillville,,10.0,
6297,Lansing,MI,,Paul Mitchell the School-Lansing,,12.0,
6298,Newtown,CT,,Ricci's Academy of Cosmetology,,11.0,
6299,Killeen,TX,,Yahweh Beauty Academy,,13.0,
6300,Dallas,TX,,Preparing People Barber Styling College,,13.0,
6301,Tucson,AZ,,Arizona School of Integrative Studies,,6.0,
6302,Fort Myers,FL,,Lee Professional Institute,,8.0,
6303,New Orleans,LA,,Park Place Premier Barber School,,11.0,
6304,San Jose,CA,,The Salon Professional Academy-San Jose,,12.0,
6305,Covina,CA,,Tri-Community Adult Education,,29.0,
6306,Bothell,WA,,Montessori Education Institute of the Pacific Northwest,,22.0,
6307,Turnersville,NJ,,Jolie Health and Beauty Academy-Turnersville,,10.0,
6308,Owensboro,KY,,Ross Medical Education Center-Owensboro,,8.0,
6309,Evansville,IN,,Ross Medical Education Center-Evansville,,8.0,
6310,Johnson City,TN,,Ross Medical Education Center-Johnson City,,8.0,
6311,Santa Ana,CA,,North-West College-Santa Ana,,10.0,
6312,Long Beach,CA,,North-West College-Long Beach,,10.0,
6313,Amityville,NY,,Branford Hall Career Institute-Amityville,,8.0,
6314,Orem,UT,,Taylor Andrews Academy of Hair Design-Orem,,13.0,
6315,Gainesville,FL,1235.0,University of Florida-Online,0.6802,,3876.0
6316,Stafford,TX,,Ogle School Hair Skin Nails-Stafford,,12.0,
6317,Tempe,AZ,,University of Phoenix-Arizona,,,9608.0
6318,Little Rock,AR,,University of Phoenix-Arkansas,,,
6319,Ontario,CA,,University of Phoenix-California,,,9858.0
6320,Lone Tree,CO,,University of Phoenix-Colorado,,,9960.0
6321,Orlando,FL,,University of Phoenix-Florida,,,9920.0
6322,Atlanta,GA,,University of Phoenix-Georgia,,,9926.0
6323,Baton Rouge,LA,,University of Phoenix-Louisiana,,,
6324,Southfield,MI,,University of Phoenix-Michigan,,,9920.0
6325,Saint Louis,MO,,University of Phoenix-Missouri,,,
6326,Las Vegas,NV,,University of Phoenix-Nevada,,,9857.0
6327,Charlotte,NC,,University of Phoenix-North Carolina,,,9960.0
6328,Tulsa,OK,,University of Phoenix-Oklahoma,,,
6329,Nashville,TN,,University of Phoenix-Tennessee,,,
6330,Houston,TX,,University of Phoenix-Texas,,,9940.0
6331,Glen Allen,VA,,University of Phoenix-Virginia,,,9840.0
6332,Philadelphia,PA,,University of Phoenix-Pennsylvania,,,9960.0
6333,Seattle,WA,,Tint School of Makeup & Cosmetology-Seattle,,13.0,
6334,Mayaguez,PR,,CEM College-Mayaguez,,,7425.0
6335,Brooklyn,NY,,Rabbinical College Ohr Yisroel,,,9000.0
6336,Tempe,AZ,,Aveda Institute-Phoenix,,12.0,
6337,Dallas,TX,978.0,University of North Texas at Dallas,0.7397,,7848.0
6338,Reston,VA,,Dermal Science International Aesthetics and Nail Academy,,6.0,
6339,South  Charleston,WV,,BridgeValley Community & Technical College,,,4776.0
6340,Medford,OR,,Northwest College-Medford,,23.0,
6341,Fort Pierce,FL,,Virginia College-Fort Pierce,,9.0,
6342,Houston,TX,,Houston Training Schools-Gessner,,13.0,
6343,Cheektowaga,NY,,Empire Beauty School-Buffalo,,7.0,
6344,Sylvania,OH,,Paul Mitchell the School-Toledo,,11.0,
6345,Milledgeville,GA,,Georgia Military College,,,6124.0
6346,Winder,GA,,New Horizons Medical Institute-Winder,,2.0,
6347,Chicago,IL,,SAE Institute of Technology-Chicago,,16.0,
6348,Portland,OR,,Beau Monde College of Hair Design-Beau Monde Academy of Cosmetology,,8.0,
6349,Mars,PA,,Fountain of Youth Academy of Cosmetology,,10.0,
6350,San Diego,CA,,California College San Diego,,,16968.0
6351,Doral,FL,,West Coast University-Miami,1.0,,21331.0
6352,Houston,TX,,National American University-Houston,,,15000.0
6353,Austin,TX,,National American University-Harold D. Buckingham Graduate School,,,
6354,Kingman,AZ,,All Beauty College,,13.0,
6355,Tampa,FL,,Aparicio-Levy Technical College,,8.0,
6356,Tampa,FL,,Fred D. Learey Technical College,,3.0,
6357,Houston,TX,,The Vocational Nursing Institute Inc,,21.0,
6358,West Palm Beach,FL,,Hollywood Institute of Beauty Careers-West Palm Beach,,10.0,
6359,Casselberry,FL,,Hollywood Institute of Beauty Careers-Casselberry,,10.0,
6360,Wyncote,PA,,Empire Beauty School-Cheltenham,,9.0,
6361,San Diego,CA,,High Tech High Graduate School of Education,,,
6362,Hemet,CA,,Coachella Valley Beauty College-Hemet,,14.0,
